"시군구/성/연령(5세)별 주민등록연앙인구"

"C행정구역(시군구)별","행정구역(시군구)별","C성별","성별","C연령별","연령별","시점","주민등록연앙인구 (명)"
'22,"대구광역시",'0,"계",'280,"65 - 69세",2020,130962.0000
'22,"대구광역시",'0,"계",'310,"70 - 74세",2020,95564.0000
'22,"대구광역시",'0,"계",'330,"75 - 79세",2020,75777.5000
'22,"대구광역시",'0,"계",'340,"80세 이상",2020,83346.0000
'22,"대구광역시",'0,"계",'360,"80 - 84세",2020,50612.0000
'22,"대구광역시",'0,"계",'370,"85세 이상",2020,32734.0000
'22,"대구광역시",'0,"계",'380,"85 - 89세",2020,23980.5000
'22,"대구광역시",'0,"계",'410,"90 - 94세",2020,7183.5000
'22,"대구광역시",'0,"계",'430,"95 - 99세",2020,1391.0000
'22,"대구광역시",'0,"계",'440,"100세 이상",2020,179.0000
'22,"대구광역시",'1,"남자",'000,"계",2020,1189580.5000
'22,"대구광역시",'1,"남자",'020,"0 - 4세",2020,40286.5000
'22,"대구광역시",'1,"남자",'050,"5 - 9세",2020,53610.0000
'22,"대구광역시",'1,"남자",'070,"10 - 14세",2020,55210.5000
'22,"대구광역시",'1,"남자",'100,"15 - 19세",2020,65850.0000
'22,"대구광역시",'1,"남자",'120,"20 - 24세",2020,85757.0000
'22,"대구광역시",'1,"남자",'130,"25 - 29세",2020,86612.0000
'22,"대구광역시",'1,"남자",'150,"30 - 34세",2020,72049.5000
'22,"대구광역시",'1,"남자",'160,"35 - 39세",2020,82286.0000
'22,"대구광역시",'1,"남자",'180,"40 - 44세",2020,87180.5000
'22,"대구광역시",'1,"남자",'190,"45 - 49세",2020,102498.5000
'22,"대구광역시",'1,"남자",'210,"50 - 54세",2020,104922.0000
'22,"대구광역시",'1,"남자",'230,"55 - 59세",2020,101312.5000
'22,"대구광역시",'1,"남자",'260,"60 - 64세",2020,88565.5000
'22,"대구광역시",'1,"남자",'280,"65 - 69세",2020,61092.0000
'22,"대구광역시",'1,"남자",'310,"70 - 74세",2020,43161.5000
'22,"대구광역시",'1,"남자",'330,"75 - 79세",2020,31426.5000
'22,"대구광역시",'1,"남자",'340,"80세 이상",2020,27760.0000
'22,"대구광역시",'1,"남자",'360,"80 - 84세",2020,18610.0000
'22,"대구광역시",'1,"남자",'370,"85세 이상",2020,9150.0000
'22,"대구광역시",'1,"남자",'380,"85 - 89세",2020,7300.0000
'22,"대구광역시",'1,"남자",'410,"90 - 94세",2020,1570.0000
'22,"대구광역시",'1,"남자",'430,"95 - 99세",2020,258.5000
'22,"대구광역시",'1,"남자",'440,"100세 이상",2020,21.5000
'22,"대구광역시",'2,"여자",'000,"계",2020,1220625.0000
'22,"대구광역시",'2,"여자",'020,"0 - 4세",2020,38203.5000
'22,"대구광역시",'2,"여자",'050,"5 - 9세",2020,51089.5000
'22,"대구광역시",'2,"여자",'070,"10 - 14세",2020,51300.0000
'22,"대구광역시",'2,"여자",'100,"15 - 19세",2020,58907.5000
'22,"대구광역시",'2,"여자",'120,"20 - 24세",2020,75868.5000
'22,"대구광역시",'2,"여자",'130,"25 - 29세",2020,73268.5000
'22,"대구광역시",'2,"여자",'150,"30 - 34세",2020,62394.5000
'22,"대구광역시",'2,"여자",'160,"35 - 39세",2020,81364.0000
'22,"대구광역시",'2,"여자",'180,"40 - 44세",2020,88745.5000
'22,"대구광역시",'2,"여자",'190,"45 - 49세",2020,106554.0000
'22,"대구광역시",'2,"여자",'210,"50 - 54세",2020,109649.0000
'22,"대구광역시",'2,"여자",'230,"55 - 59세",2020,106325.5000
'22,"대구광역시",'2,"여자",'260,"60 - 64세",2020,94745.5000
'22,"대구광역시",'2,"여자",'280,"65 - 69세",2020,69870.0000
'22,"대구광역시",'2,"여자",'310,"70 - 74세",2020,52402.5000
'22,"대구광역시",'2,"여자",'330,"75 - 79세",2020,44351.0000
'22,"대구광역시",'2,"여자",'340,"80세 이상",2020,55586.0000
'22,"대구광역시",'2,"여자",'360,"80 - 84세",2020,32002.0000
'22,"대구광역시",'2,"여자",'370,"85세 이상",2020,23584.0000
'22,"대구광역시",'2,"여자",'380,"85 - 89세",2020,16680.5000
'22,"대구광역시",'2,"여자",'410,"90 - 94세",2020,5613.5000
'22,"대구광역시",'2,"여자",'430,"95 - 99세",2020,1132.5000
'22,"대구광역시",'2,"여자",'440,"100세 이상",2020,157.5000
'22010," 중구",'0,"계",'000,"계",2020,75567.0000
'22010," 중구",'0,"계",'020,"0 - 4세",2020,2548.0000
'22010," 중구",'0,"계",'050,"5 - 9세",2020,2772.0000
'22010," 중구",'0,"계",'070,"10 - 14세",2020,2291.5000
'22010," 중구",'0,"계",'100,"15 - 19세",2020,2839.5000
'22010," 중구",'0,"계",'120,"20 - 24세",2020,5075.0000
'22010," 중구",'0,"계",'130,"25 - 29세",2020,6591.5000
'22010," 중구",'0,"계",'150,"30 - 34세",2020,5141.0000
'22010," 중구",'0,"계",'160,"35 - 39세",2020,5701.0000
'22010," 중구",'0,"계",'180,"40 - 44세",2020,4985.0000
'22010," 중구",'0,"계",'190,"45 - 49세",2020,5689.0000
'22010," 중구",'0,"계",'210,"50 - 54세",2020,5558.5000
'22010," 중구",'0,"계",'230,"55 - 59세",2020,5576.0000
'22010," 중구",'0,"계",'260,"60 - 64세",2020,5561.0000
'22010," 중구",'0,"계",'280,"65 - 69세",2020,4359.5000
'22010," 중구",'0,"계",'310,"70 - 74세",2020,3874.0000
'22010," 중구",'0,"계",'330,"75 - 79세",2020,3325.5000
'22010," 중구",'0,"계",'340,"80세 이상",2020,3679.0000
'22010," 중구",'0,"계",'360,"80 - 84세",2020,2207.0000
'22010," 중구",'0,"계",'370,"85세 이상",2020,1472.0000
'22010," 중구",'0,"계",'380,"85 - 89세",2020,1029.0000
'22010," 중구",'0,"계",'410,"90 - 94세",2020,350.5000
'22010," 중구",'0,"계",'430,"95 - 99세",2020,81.0000
'22010," 중구",'0,"계",'440,"100세 이상",2020,11.5000
'22010," 중구",'1,"남자",'000,"계",2020,36421.5000
'22010," 중구",'1,"남자",'020,"0 - 4세",2020,1307.0000
'22010," 중구",'1,"남자",'050,"5 - 9세",2020,1434.0000
'22010," 중구",'1,"남자",'070,"10 - 14세",2020,1203.0000
'22010," 중구",'1,"남자",'100,"15 - 19세",2020,1434.0000
'22010," 중구",'1,"남자",'120,"20 - 24세",2020,2330.0000
'22010," 중구",'1,"남자",'130,"25 - 29세",2020,3296.0000
'22010," 중구",'1,"남자",'150,"30 - 34세",2020,2671.5000
'22010," 중구",'1,"남자",'160,"35 - 39세",2020,2924.5000
'22010," 중구",'1,"남자",'180,"40 - 44세",2020,2582.0000
'22010," 중구",'1,"남자",'190,"45 - 49세",2020,2859.0000
'22010," 중구",'1,"남자",'210,"50 - 54세",2020,2749.5000
'22010," 중구",'1,"남자",'230,"55 - 59세",2020,2735.0000
'22010," 중구",'1,"남자",'260,"60 - 64세",2020,2628.0000
'22010," 중구",'1,"남자",'280,"65 - 69세",2020,1943.0000
'22010," 중구",'1,"남자",'310,"70 - 74세",2020,1643.0000
'22010," 중구",'1,"남자",'330,"75 - 79세",2020,1405.5000
'22010," 중구",'1,"남자",'340,"80세 이상",2020,1276.5000
'22010," 중구",'1,"남자",'360,"80 - 84세",2020,846.0000
'22010," 중구",'1,"남자",'370,"85세 이상",2020,430.5000
'22010," 중구",'1,"남자",'380,"85 - 89세",2020,330.5000
'22010," 중구",'1,"남자",'410,"90 - 94세",2020,82.0000
'22010," 중구",'1,"남자",'430,"95 - 99세",2020,15.5000
'22010," 중구",'1,"남자",'440,"100세 이상",2020,2.5000
'22010," 중구",'2,"여자",'000,"계",2020,39145.5000
'22010," 중구",'2,"여자",'020,"0 - 4세",2020,1241.0000
'22010," 중구",'2,"여자",'050,"5 - 9세",2020,1338.0000
'22010," 중구",'2,"여자",'070,"10 - 14세",2020,1088.5000
'22010," 중구",'2,"여자",'100,"15 - 19세",2020,1405.5000
'22010," 중구",'2,"여자",'120,"20 - 24세",2020,2745.0000
'22010," 중구",'2,"여자",'130,"25 - 29세",2020,3295.5000
'22010," 중구",'2,"여자",'150,"30 - 34세",2020,2469.5000
'22010," 중구",'2,"여자",'160,"35 - 39세",2020,2776.5000
'22010," 중구",'2,"여자",'180,"40 - 44세",2020,2403.0000
'22010," 중구",'2,"여자",'190,"45 - 49세",2020,2830.0000
'22010," 중구",'2,"여자",'210,"50 - 54세",2020,2809.0000
'22010," 중구",'2,"여자",'230,"55 - 59세",2020,2841.0000
'22010," 중구",'2,"여자",'260,"60 - 64세",2020,2933.0000
'22010," 중구",'2,"여자",'280,"65 - 69세",2020,2416.5000
'22010," 중구",'2,"여자",'310,"70 - 74세",2020,2231.0000
'22010," 중구",'2,"여자",'330,"75 - 79세",2020,1920.0000
'22010," 중구",'2,"여자",'340,"80세 이상",2020,2402.5000
'22010," 중구",'2,"여자",'360,"80 - 84세",2020,1361.0000
'22010," 중구",'2,"여자",'370,"85세 이상",2020,1041.5000
'22010," 중구",'2,"여자",'380,"85 - 89세",2020,698.5000
'22010," 중구",'2,"여자",'410,"90 - 94세",2020,268.5000
'22010," 중구",'2,"여자",'430,"95 - 99세",2020,65.5000
'22010," 중구",'2,"여자",'440,"100세 이상",2020,9.0000
'22020," 동구",'0,"계",'000,"계",2020,340729.0000
'22020," 동구",'0,"계",'020,"0 - 4세",2020,11757.0000
'22020," 동구",'0,"계",'050,"5 - 9세",2020,14381.5000
'22020," 동구",'0,"계",'070,"10 - 14세",2020,12897.5000
'22020," 동구",'0,"계",'100,"15 - 19세",2020,14248.0000
'22020," 동구",'0,"계",'120,"20 - 24세",2020,19710.5000
'22020," 동구",'0,"계",'130,"25 - 29세",2020,22075.5000
'22020," 동구",'0,"계",'150,"30 - 34세",2020,20161.0000
'22020," 동구",'0,"계",'160,"35 - 39세",2020,24388.5000
'22020," 동구",'0,"계",'180,"40 - 44세",2020,24555.5000
'22020," 동구",'0,"계",'190,"45 - 49세",2020,26740.5000
'22020," 동구",'0,"계",'210,"50 - 54세",2020,27616.5000
'22020," 동구",'0,"계",'230,"55 - 59세",2020,29006.5000
'22020," 동구",'0,"계",'260,"60 - 64세",2020,28192.0000
'22020," 동구",'0,"계",'280,"65 - 69세",2020,21588.0000
'22020," 동구",'0,"계",'310,"70 - 74세",2020,16439.5000
'22020," 동구",'0,"계",'330,"75 - 79세",2020,13130.0000
'22020," 동구",'0,"계",'340,"80세 이상",2020,13841.0000
'22020," 동구",'0,"계",'360,"80 - 84세",2020,8528.5000
'22020," 동구",'0,"계",'370,"85세 이상",2020,5312.5000
'22020," 동구",'0,"계",'380,"85 - 89세",2020,3904.5000
'22020," 동구",'0,"계",'410,"90 - 94세",2020,1134.0000
'22020," 동구",'0,"계",'430,"95 - 99세",2020,241.0000
'22020," 동구",'0,"계",'440,"100세 이상",2020,33.0000
'22020," 동구",'1,"남자",'000,"계",2020,167922.5000
'22020," 동구",'1,"남자",'020,"0 - 4세",2020,5986.5000
'22020," 동구",'1,"남자",'050,"5 - 9세",2020,7387.0000
'22020," 동구",'1,"남자",'070,"10 - 14세",2020,6703.5000
'22020," 동구",'1,"남자",'100,"15 - 19세",2020,7530.5000
'22020," 동구",'1,"남자",'120,"20 - 24세",2020,10487.5000
'22020," 동구",'1,"남자",'130,"25 - 29세",2020,11970.0000
'22020," 동구",'1,"남자",'150,"30 - 34세",2020,10846.0000
'22020," 동구",'1,"남자",'160,"35 - 39세",2020,12521.5000
'22020," 동구",'1,"남자",'180,"40 - 44세",2020,12711.5000
'22020," 동구",'1,"남자",'190,"45 - 49세",2020,13717.5000
'22020," 동구",'1,"남자",'210,"50 - 54세",2020,13514.0000
'22020," 동구",'1,"남자",'230,"55 - 59세",2020,13836.0000
'22020," 동구",'1,"남자",'260,"60 - 64세",2020,13219.5000
'22020," 동구",'1,"남자",'280,"65 - 69세",2020,9919.5000
'22020," 동구",'1,"남자",'310,"70 - 74세",2020,7374.0000
'22020," 동구",'1,"남자",'330,"75 - 79세",2020,5498.5000
'22020," 동구",'1,"남자",'340,"80세 이상",2020,4699.5000
'22020," 동구",'1,"남자",'360,"80 - 84세",2020,3177.0000
'22020," 동구",'1,"남자",'370,"85세 이상",2020,1522.5000
'22020," 동구",'1,"남자",'380,"85 - 89세",2020,1218.5000
'22020," 동구",'1,"남자",'410,"90 - 94세",2020,254.0000
'22020," 동구",'1,"남자",'430,"95 - 99세",2020,43.5000
'22020," 동구",'1,"남자",'440,"100세 이상",2020,6.5000
'22020," 동구",'2,"여자",'000,"계",2020,172806.5000
'22020," 동구",'2,"여자",'020,"0 - 4세",2020,5770.5000
'22020," 동구",'2,"여자",'050,"5 - 9세",2020,6994.5000
'22020," 동구",'2,"여자",'070,"10 - 14세",2020,6194.0000
'22020," 동구",'2,"여자",'100,"15 - 19세",2020,6717.5000
'22020," 동구",'2,"여자",'120,"20 - 24세",2020,9223.0000
'22020," 동구",'2,"여자",'130,"25 - 29세",2020,10105.5000
'22020," 동구",'2,"여자",'150,"30 - 34세",2020,9315.0000
'22020," 동구",'2,"여자",'160,"35 - 39세",2020,11867.0000
'22020," 동구",'2,"여자",'180,"40 - 44세",2020,11844.0000
'22020," 동구",'2,"여자",'190,"45 - 49세",2020,13023.0000
'22020," 동구",'2,"여자",'210,"50 - 54세",2020,14102.5000
'22020," 동구",'2,"여자",'230,"55 - 59세",2020,15170.5000
'22020," 동구",'2,"여자",'260,"60 - 64세",2020,14972.5000
'22020," 동구",'2,"여자",'280,"65 - 69세",2020,11668.5000
'22020," 동구",'2,"여자",'310,"70 - 74세",2020,9065.5000
'22020," 동구",'2,"여자",'330,"75 - 79세",2020,7631.5000
'22020," 동구",'2,"여자",'340,"80세 이상",2020,9141.5000
'22020," 동구",'2,"여자",'360,"80 - 84세",2020,5351.5000
'22020," 동구",'2,"여자",'370,"85세 이상",2020,3790.0000
'22020," 동구",'2,"여자",'380,"85 - 89세",2020,2686.0000
'22020," 동구",'2,"여자",'410,"90 - 94세",2020,880.0000
'22020," 동구",'2,"여자",'430,"95 - 99세",2020,197.5000
'22020," 동구",'2,"여자",'440,"100세 이상",2020,26.5000
'22030," 서구",'0,"계",'000,"계",2020,170922.5000
'22030," 서구",'0,"계",'020,"0 - 4세",2020,3349.0000
'22030," 서구",'0,"계",'050,"5 - 9세",2020,4589.5000
'22030," 서구",'0,"계",'070,"10 - 14세",2020,4740.5000
'22030," 서구",'0,"계",'100,"15 - 19세",2020,6662.5000
'22030," 서구",'0,"계",'120,"20 - 24세",2020,10342.0000
'22030," 서구",'0,"계",'130,"25 - 29세",2020,11737.5000
'22030," 서구",'0,"계",'150,"30 - 34세",2020,8494.5000
'22030," 서구",'0,"계",'160,"35 - 39세",2020,9362.5000
'22030," 서구",'0,"계",'180,"40 - 44세",2020,10025.0000
'22030," 서구",'0,"계",'190,"45 - 49세",2020,13072.0000
'22030," 서구",'0,"계",'210,"50 - 54세",2020,16131.0000
'22030," 서구",'0,"계",'230,"55 - 59세",2020,18254.5000
'22030," 서구",'0,"계",'260,"60 - 64세",2020,16997.5000
'22030," 서구",'0,"계",'280,"65 - 69세",2020,13085.5000
'22030," 서구",'0,"계",'310,"70 - 74세",2020,9376.5000
'22030," 서구",'0,"계",'330,"75 - 79세",2020,7432.5000
'22030," 서구",'0,"계",'340,"80세 이상",2020,7270.0000
'22030," 서구",'0,"계",'360,"80 - 84세",2020,4633.0000
'22030," 서구",'0,"계",'370,"85세 이상",2020,2637.0000
'22030," 서구",'0,"계",'380,"85 - 89세",2020,1934.0000
'22030," 서구",'0,"계",'410,"90 - 94세",2020,583.5000
'22030," 서구",'0,"계",'430,"95 - 99세",2020,104.5000
'22030," 서구",'0,"계",'440,"100세 이상",2020,15.0000
'22030," 서구",'1,"남자",'000,"계",2020,85626.0000
'22030," 서구",'1,"남자",'020,"0 - 4세",2020,1764.0000
'22030," 서구",'1,"남자",'050,"5 - 9세",2020,2314.5000
'22030," 서구",'1,"남자",'070,"10 - 14세",2020,2391.0000
'22030," 서구",'1,"남자",'100,"15 - 19세",2020,3585.5000
'22030," 서구",'1,"남자",'120,"20 - 24세",2020,5574.5000
'22030," 서구",'1,"남자",'130,"25 - 29세",2020,6591.5000
'22030," 서구",'1,"남자",'150,"30 - 34세",2020,4973.0000
'22030," 서구",'1,"남자",'160,"35 - 39세",2020,5115.5000
'22030," 서구",'1,"남자",'180,"40 - 44세",2020,5423.0000
'22030," 서구",'1,"남자",'190,"45 - 49세",2020,6941.0000
'22030," 서구",'1,"남자",'210,"50 - 54세",2020,8116.5000
'22030," 서구",'1,"남자",'230,"55 - 59세",2020,9049.5000
'22030," 서구",'1,"남자",'260,"60 - 64세",2020,8113.5000
'22030," 서구",'1,"남자",'280,"65 - 69세",2020,5994.0000
'22030," 서구",'1,"남자",'310,"70 - 74세",2020,4245.0000
'22030," 서구",'1,"남자",'330,"75 - 79세",2020,3070.0000
'22030," 서구",'1,"남자",'340,"80세 이상",2020,2364.0000
'22030," 서구",'1,"남자",'360,"80 - 84세",2020,1699.0000
'22030," 서구",'1,"남자",'370,"85세 이상",2020,665.0000
'22030," 서구",'1,"남자",'380,"85 - 89세",2020,544.5000
'22030," 서구",'1,"남자",'410,"90 - 94세",2020,106.0000
'22030," 서구",'1,"남자",'430,"95 - 99세",2020,14.5000
'22030," 서구",'1,"남자",'440,"100세 이상",2020,0.0000
'22030," 서구",'2,"여자",'000,"계",2020,85296.5000
'22030," 서구",'2,"여자",'020,"0 - 4세",2020,1585.0000
'22030," 서구",'2,"여자",'050,"5 - 9세",2020,2275.0000
'22030," 서구",'2,"여자",'070,"10 - 14세",2020,2349.5000
'22030," 서구",'2,"여자",'100,"15 - 19세",2020,3077.0000
'22030," 서구",'2,"여자",'120,"20 - 24세",2020,4767.5000
'22030," 서구",'2,"여자",'130,"25 - 29세",2020,5146.0000
'22030," 서구",'2,"여자",'150,"30 - 34세",2020,3521.5000
'22030," 서구",'2,"여자",'160,"35 - 39세",2020,4247.0000
'22030," 서구",'2,"여자",'180,"40 - 44세",2020,4602.0000
'22030," 서구",'2,"여자",'190,"45 - 49세",2020,6131.0000
'22030," 서구",'2,"여자",'210,"50 - 54세",2020,8014.5000
'22030," 서구",'2,"여자",'230,"55 - 59세",2020,9205.0000
'22030," 서구",'2,"여자",'260,"60 - 64세",2020,8884.0000
'22030," 서구",'2,"여자",'280,"65 - 69세",2020,7091.5000
'22030," 서구",'2,"여자",'310,"70 - 74세",2020,5131.5000
'22030," 서구",'2,"여자",'330,"75 - 79세",2020,4362.5000
'22030," 서구",'2,"여자",'340,"80세 이상",2020,4906.0000
'22030," 서구",'2,"여자",'360,"80 - 84세",2020,2934.0000
'22030," 서구",'2,"여자",'370,"85세 이상",2020,1972.0000
'22030," 서구",'2,"여자",'380,"85 - 89세",2020,1389.5000
'22030," 서구",'2,"여자",'410,"90 - 94세",2020,477.5000
'22030," 서구",'2,"여자",'430,"95 - 99세",2020,90.0000
'22030," 서구",'2,"여자",'440,"100세 이상",2020,15.0000
'22040," 남구",'0,"계",'000,"계",2020,145124.0000
'22040," 남구",'0,"계",'020,"0 - 4세",2020,3114.5000
'22040," 남구",'0,"계",'050,"5 - 9세",2020,3921.5000
'22040," 남구",'0,"계",'070,"10 - 14세",2020,4176.5000
'22040," 남구",'0,"계",'100,"15 - 19세",2020,5506.5000
'22040," 남구",'0,"계",'120,"20 - 24세",2020,9366.0000
'22040," 남구",'0,"계",'130,"25 - 29세",2020,10809.0000
'22040," 남구",'0,"계",'150,"30 - 34세",2020,8254.0000
'22040," 남구",'0,"계",'160,"35 - 39세",2020,9014.0000
'22040," 남구",'0,"계",'180,"40 - 44세",2020,9101.0000
'22040," 남구",'0,"계",'190,"45 - 49세",2020,11208.5000
'22040," 남구",'0,"계",'210,"50 - 54세",2020,12021.0000
'22040," 남구",'0,"계",'230,"55 - 59세",2020,12674.0000
'22040," 남구",'0,"계",'260,"60 - 64세",2020,12987.5000
'22040," 남구",'0,"계",'280,"65 - 69세",2020,10294.5000
'22040," 남구",'0,"계",'310,"70 - 74세",2020,8086.5000
'22040," 남구",'0,"계",'330,"75 - 79세",2020,6780.0000
'22040," 남구",'0,"계",'340,"80세 이상",2020,7809.0000
'22040," 남구",'0,"계",'360,"80 - 84세",2020,4640.5000
'22040," 남구",'0,"계",'370,"85세 이상",2020,3168.5000
'22040," 남구",'0,"계",'380,"85 - 89세",2020,2321.5000
'22040," 남구",'0,"계",'410,"90 - 94세",2020,706.5000
'22040," 남구",'0,"계",'430,"95 - 99세",2020,128.0000
'22040," 남구",'0,"계",'440,"100세 이상",2020,12.5000
'22040," 남구",'1,"남자",'000,"계",2020,69856.0000
'22040," 남구",'1,"남자",'020,"0 - 4세",2020,1620.5000
'22040," 남구",'1,"남자",'050,"5 - 9세",2020,2037.5000
'22040," 남구",'1,"남자",'070,"10 - 14세",2020,2176.0000
'22040," 남구",'1,"남자",'100,"15 - 19세",2020,2907.0000
'22040," 남구",'1,"남자",'120,"20 - 24세",2020,4587.5000
'22040," 남구",'1,"남자",'130,"25 - 29세",2020,5631.5000
'22040," 남구",'1,"남자",'150,"30 - 34세",2020,4459.0000
'22040," 남구",'1,"남자",'160,"35 - 39세",2020,4564.0000
'22040," 남구",'1,"남자",'180,"40 - 44세",2020,4598.0000
'22040," 남구",'1,"남자",'190,"45 - 49세",2020,5627.5000
'22040," 남구",'1,"남자",'210,"50 - 54세",2020,5977.0000
'22040," 남구",'1,"남자",'230,"55 - 59세",2020,5982.5000
'22040," 남구",'1,"남자",'260,"60 - 64세",2020,6010.0000
'22040," 남구",'1,"남자",'280,"65 - 69세",2020,4667.0000
'22040," 남구",'1,"남자",'310,"70 - 74세",2020,3521.5000
'22040," 남구",'1,"남자",'330,"75 - 79세",2020,2803.0000
'22040," 남구",'1,"남자",'340,"80세 이상",2020,2686.5000
'22040," 남구",'1,"남자",'360,"80 - 84세",2020,1743.0000
'22040," 남구",'1,"남자",'370,"85세 이상",2020,943.5000
'22040," 남구",'1,"남자",'380,"85 - 89세",2020,749.0000
